,T,Tmin,Tmax,Prec,Rad,Rs,RH,u2,u2mx,vap,aP,EToPM,EToHG,EToSJ,EToPM2,EToPT
1998-01-04,5.4,3.6,7.5,0.0,,,63.0,8.3,24.5,5.6,965.8,,0.2899686298102811,0.0,,
1998-01-05,5.8,4.3,6.9,0.0,,,58.0,8.4,22.0,5.3,964.1,,0.24315567565259494,0.0,,
1998-01-06,3.9,1.5,6.2,3.8,,,74.0,8.1,20.8,6.0,967.9,,0.3036579465759271,0.0,,
1998-01-07,6.1,2.0,9.6,2.5,,,80.0,5.8,22.8,7.3,975.0,,0.42983261442971654,0.0,,
1998-01-08,8.7,5.0,10.2,0.0,,,64.0,7.9,26.5,7.2,980.8,,0.3986412806175075,0.0,,
1998-01-09,9.6,8.5,9.8,0.0,,,72.0,8.4,20.8,8.6,986.1,,0.2085024388566283,0.0,,
1998-01-10,8.6,6.9,12.6,0.0,,,76.0,2.4,9.0,8.7,990.0,,0.425785752740298,0.0,,
1998-01-11,4.7,2.6,8.2,0.0,,,81.0,4.0,13.0,7.1,985.7,,0.36423887121304444,0.0,,
1998-01-12,-0.8,-1.6,5.0,0.0,,,91.0,4.5,12.5,5.3,982.5,,0.3026788407545885,0.0,,
1998-01-13,-1.2,-1.6,-0.2,0.0,,,90.0,6.7,14.8,5.1,975.3,,0.1379648099001419,0.0,,
1998-01-14,-1.0,-2.6,1.1,0.0,,,90.0,5.0,15.5,5.1,975.4,,0.23015329176799382,0.0,,
1998-01-15,1.1,-1.8,2.5,0.1,,,86.0,4.6,11.8,5.7,981.4,,0.28312732216779424,0.0,,
1998-01-16,4.0,1.9,4.8,8.1,,,89.0,5.4,13.5,7.1,971.8,,0.2721321785881401,0.0,,
1998-01-17,2.6,0.9,4.8,1.7,,,82.0,5.1,16.3,6.3,979.7,,0.2997626824542316,0.0,,
1998-01-18,2.0,-0.3,4.1,0.0,,,71.0,7.5,20.8,5.0,972.2,,0.31379169699116327,0.0,,
1998-01-19,2.2,0.0,3.2,3.1,,,85.0,6.3,17.8,6.0,954.5,,0.27455288110361004,0.0,,
1998-01-20,0.6,-0.2,4.2,0.4,,,87.0,4.5,16.5,5.5,971.9,,0.30092950030461657,0.0,,
1998-01-21,-1.6,-1.9,1.0,1.6,,,92.0,6.3,14.8,5.0,990.3,,0.21860241713301898,0.0,,
1998-01-22,-0.8,-2.4,0.2,0.5,,,94.0,5.5,14.3,5.4,990.0,,0.22080556768098059,0.0,,
1998-01-23,-2.7,-3.2,-0.6,0.0,,,84.0,4.2,12.3,4.3,987.3,,0.19942387014961993,0.0,,
1998-01-24,-2.9,-4.0,-2.1,0.0,,,87.0,2.0,7.5,4.3,981.3,,0.17108577396733685,0.0,,
1998-01-25,-4.8,-7.2,-0.8,0.0,,,81.0,3.6,11.8,3.7,990.3,,0.2786842531902357,0.0,,
1998-01-26,-7.2,-11.5,-3.5,0.0,,,87.0,1.0,4.3,3.1,991.9,,0.25848898143340776,0.0,,
1998-01-27,-5.9,-11.4,-0.8,0.0,,,77.0,2.8,8.8,3.0,983.3,,0.3399225751261038,0.0,,
1998-01-28,-4.0,-11.2,-1.5,2.6,,,91.0,2.2,6.5,4.0,976.4,,0.38379918089873716,0.0,,
1998-01-29,-2.4,-4.5,1.6,0.0,,,87.0,1.7,5.3,4.5,980.3,,0.3457379839053594,0.0,,
1998-01-30,-1.5,-5.2,0.6,3.1,,,86.0,4.7,13.3,4.6,974.1,,0.36328071253589833,0.0,,
1998-01-31,-9.0,-12.3,0.0,0.0,,,67.0,4.6,13.0,2.3,980.4,,0.29080767736969476,0.0,,
1998-02-01,-11.0,-17.9,-6.7,0.0,,,70.0,3.3,14.3,1.8,981.9,,0.21835491126248913,0.0,,
1998-02-02,-8.6,-11.2,-5.9,1.5,,,68.0,6.3,17.3,2.2,968.9,,0.20695873905016687,0.0,,
1998-02-03,-2.6,-9.1,-1.0,0.0,,,78.0,6.5,17.5,3.8,968.0,,0.4305165884185138,0.0,,
1998-02-04,-2.4,-6.7,1.0,0.0,,,69.0,4.1,12.3,3.5,976.4,,0.4331545874641282,0.0,,
1998-02-05,-2.2,-6.6,1.5,0.0,,,75.0,2.4,8.5,3.9,979.3,,0.45839394048880405,0.0,,
1998-02-06,1.2,-1.7,2.8,0.0,,,86.0,1.4,4.5,5.7,984.0,,0.42388030719074865,0.0,,
1998-02-07,1.8,-1.2,4.3,0.4,,,71.0,5.4,16.0,4.8,979.9,,0.49242956341090083,0.0,,
1998-02-08,1.4,0.4,3.8,0.2,,,78.0,5.6,15.8,5.4,987.6,,0.3863470426037947,0.0,,
1998-02-09,3.5,-0.2,6.1,0.0,,,71.0,3.2,7.0,5.5,988.2,,0.5943184856270973,0.0,,
1998-02-10,5.9,0.3,11.6,0.0,,,55.0,3.0,10.3,4.9,988.5,,0.9021675210556316,0.0,,
1998-02-11,6.9,-0.5,10.5,0.0,,,62.0,3.3,13.0,5.9,987.7,,0.9449671474728527,0.0,,
1998-02-12,10.6,8.0,12.5,0.0,,,66.0,7.9,17.5,8.5,985.1,,0.7078826145523157,0.0,,
1998-02-13,9.5,9.0,10.8,2.9,,,88.0,7.1,14.5,10.6,988.6,,0.4383634178142003,0.0,,
1998-02-14,11.0,8.7,12.1,0.0,,,84.0,4.7,12.3,10.8,990.7,,0.6473630034273755,0.0,,
1998-02-15,10.5,7.5,12.4,0.1,,,68.0,5.0,15.3,8.5,987.2,,0.7777841966899455,0.0,,
1998-02-16,9.9,8.3,13.9,9.1,,,58.0,6.5,20.5,7.3,975.3,,0.8288613577798619,0.0,,
1998-02-17,1.8,0.7,8.5,0.0,,,77.0,6.5,17.8,5.4,989.9,,0.7048820497530732,0.0,,
1998-02-18,3.2,-0.4,6.4,0.0,,,86.0,2.6,8.3,6.7,993.7,,0.7180590890387932,0.0,,
1998-02-19,5.8,1.8,11.2,0.0,,,73.0,5.0,15.0,6.8,985.9,,0.9660534192892328,0.0,,
1998-02-20,5.9,2.8,10.5,0.0,,,68.0,3.6,10.5,6.3,987.0,,0.8939645769229503,0.0,,
1998-02-21,7.2,3.6,10.5,0.0,,,71.0,6.9,16.0,7.1,980.0,,0.9087668600089706,0.0,,
1998-02-22,6.9,4.3,9.0,6.2,,,85.0,2.2,10.8,8.5,980.5,,0.7543146347908146,0.0,,
1998-02-23,4.4,3.1,9.3,0.0,,,90.0,2.7,7.5,7.8,990.1,,0.7925545971756945,0.0,,
1998-02-24,6.0,1.7,7.5,4.5,,,93.0,3.8,10.5,8.5,990.5,,0.8363686797595917,0.0,,
1998-02-25,7.4,7.0,8.7,1.6,,,95.0,3.1,7.3,9.8,994.7,,0.4878752780551734,0.0,,
1998-02-26,7.6,5.8,8.7,0.0,,,91.0,2.2,6.5,9.4,990.9,,0.6534946896988422,0.0,,
1998-02-27,7.7,5.1,11.2,0.0,,,77.0,5.7,18.0,8.0,977.8,,0.9680250574061408,0.0,,
1998-02-28,2.4,0.1,8.9,3.7,,,77.0,7.4,23.5,5.7,968.0,,0.9368955419568255,0.0,,
1998-03-01,1.8,-0.5,4.9,0.0,,,72.0,5.3,17.8,5.0,974.6,,0.7242883463231916,0.0,,
1998-03-02,5.1,0.5,7.2,0.4,,,76.0,6.2,19.8,6.5,975.2,,0.958590296203287,0.0,,
1998-03-03,7.8,5.2,10.2,13.3,,,80.0,5.7,14.0,8.2,972.5,,0.9412971294458664,0.0,,
1998-03-04,15.4,9.5,17.6,9.7,,,43.0,8.6,25.3,7.5,964.2,,1.579656308712292,0.0,,
1998-03-05,4.2,2.3,16.8,3.2,,,73.0,9.1,33.8,6.2,970.2,,1.4236599173754887,0.0,,
1998-03-06,2.2,0.3,3.7,19.1,,,93.0,4.1,15.8,6.5,975.0,,0.636975443119062,0.0,,
1998-03-07,8.6,3.5,10.3,4.4,,,79.0,6.4,20.8,8.8,966.3,,1.2083708499606536,0.0,,
1998-03-08,4.0,0.5,9.8,5.4,,,83.0,6.4,17.8,7.4,963.1,,1.1856659672063874,0.0,,
1998-03-09,-2.2,-4.0,2.1,0.1,,,79.0,6.2,15.3,4.1,980.5,,0.6980867001615337,0.0,,
1998-03-10,-2.2,-4.0,1.9,0.5,,,78.0,3.9,13.0,4.2,987.1,,0.6973614641971729,0.0,,
1998-03-11,-1.5,-5.6,2.4,0.0,,,57.0,5.6,15.0,3.0,978.5,,0.8617050376925008,0.0,,
1998-03-12,-0.3,-5.3,2.6,1.1,,,68.0,4.3,12.3,4.1,977.6,,0.9335267366565437,0.0,,
1998-03-13,0.3,-2.2,2.0,0.1,,,74.0,5.9,14.0,4.6,981.1,,0.7147550984834227,0.0,,
1998-03-14,3.0,0.8,5.2,0.5,,,71.0,8.8,21.0,5.5,978.1,,0.8533981546074277,0.0,,
1998-03-15,0.2,-0.9,2.8,1.2,,,93.0,2.3,8.5,5.8,983.2,,0.6873404651450715,0.0,,
1998-03-16,4.9,-0.3,6.5,22.3,,,90.0,2.8,11.3,7.6,984.2,,1.1924588350564203,0.0,,
1998-03-17,6.5,6.1,7.0,10.5,,,95.0,5.7,13.0,9.2,984.5,,0.47117550218453647,0.0,,
1998-03-18,6.4,5.5,8.2,0.0,,,81.0,5.2,13.8,7.9,989.0,,0.8244639249610854,0.0,,
1998-03-19,2.4,1.3,5.9,3.4,,,69.0,7.7,17.3,5.0,991.7,,0.9110678323303535,0.0,,
1998-03-20,0.6,-0.4,3.5,0.0,,,74.0,7.1,18.0,4.8,984.3,,0.7748953249518453,0.0,,
1998-03-21,0.0,-3.8,3.8,0.0,,,70.0,4.8,14.0,4.3,988.2,,1.0610073636372526,0.0,,
1998-03-22,-0.6,-3.4,3.6,0.0,,,72.0,3.1,8.0,4.2,990.5,,0.9974559467059293,0.0,,
1998-03-23,-0.1,-3.8,5.7,0.0,,,62.0,5.2,13.8,3.8,992.2,,1.2119976262007393,0.0,,
1998-03-24,0.2,-4.5,4.5,0.0,,,58.0,3.4,10.5,3.5,992.3,,1.2157283421895722,0.0,,
1998-03-25,-0.5,-5.6,5.6,0.0,,,69.0,1.7,6.8,4.1,992.0,,1.3206857889103731,0.0,,
1998-03-26,2.9,-2.1,7.7,0.0,,,53.0,4.6,11.8,4.0,985.1,,1.4974586291147203,0.0,,
1998-03-27,5.2,0.6,7.8,3.4,,,68.0,4.2,13.5,5.9,979.9,,1.4445015100702874,0.0,,
1998-03-28,6.8,5.6,8.7,0.3,,,95.0,1.5,5.5,9.6,981.2,,1.026638936078908,0.0,,
1998-03-29,9.6,5.1,14.9,0.0,,,68.0,4.1,10.5,8.0,979.0,,2.0585842740745606,0.0,,
1998-03-30,11.0,4.3,15.3,0.0,,,53.0,5.3,14.5,6.9,979.8,,2.320719277913439,0.0,,
1998-03-31,11.6,6.1,17.2,0.0,,,54.0,4.4,12.3,7.4,977.1,,2.4087784448393745,0.0,,
1998-04-01,12.2,6.3,19.5,3.0,,,72.0,2.2,11.3,10.4,972.0,,2.7125399086996507,0.0,,
1998-04-02,10.3,8.6,14.2,4.1,,,85.0,2.1,9.0,10.9,967.3,,1.6744565057912408,0.0,,
1998-04-03,11.4,6.9,13.2,0.0,,,80.0,4.8,12.8,10.6,964.5,,1.8670595401416583,0.0,,
1998-04-04,9.9,8.5,15.1,0.0,,,68.0,6.2,16.8,8.6,963.9,,1.8336410596879404,0.0,,
1998-04-05,10.6,6.7,14.8,0.2,,,61.0,4.8,13.8,7.8,968.7,,2.106236855613367,0.0,,
1998-04-06,9.6,5.9,14.8,0.0,,,63.0,2.3,8.8,7.6,969.8,,2.1537838458810454,0.0,,
1998-04-07,10.0,5.7,13.9,0.0,,,70.0,4.7,16.8,8.4,963.4,,2.120533300227762,0.0,,
1998-04-08,5.8,5.1,10.3,2.2,,,88.0,6.3,18.3,8.1,961.0,,1.449007854586929,0.0,,
1998-04-09,7.0,4.4,12.3,0.0,,,78.0,2.5,9.3,7.9,962.9,,1.8967630883080862,0.0,,
1998-04-10,9.5,3.8,13.2,0.0,,,66.0,5.1,17.0,7.9,959.3,,2.301402602660655,0.0,,
1998-04-11,6.8,3.9,12.0,9.4,,,73.0,4.0,13.3,7.6,958.3,,1.9448649027018372,0.0,,
1998-04-12,4.6,1.2,10.2,3.0,,,87.0,5.5,13.8,7.5,958.1,,1.8856227312513787,0.0,,
1998-04-13,3.8,2.2,8.1,0.0,,,70.0,4.9,13.3,5.7,963.7,,1.4868501489068182,0.0,,
1998-04-14,4.2,-1.3,8.7,0.0,,,66.0,1.9,8.8,5.4,969.9,,1.990859156653342,0.0,,
1998-04-15,7.8,1.3,11.6,0.0,,,64.0,6.2,20.3,6.6,964.9,,2.37375369113826,0.0,,
1998-04-16,6.0,3.9,11.1,0.0,,,63.0,3.9,12.5,6.1,958.8,,1.8625529156875469,0.0,,
1998-04-17,7.3,0.8,11.3,2.6,,,74.0,3.2,8.8,7.7,955.8,,2.394151146210894,0.0,,
1998-04-18,6.0,5.0,8.3,0.0,,,90.0,2.8,9.0,8.5,960.1,,1.284294620378402,0.0,,
1998-04-19,4.7,3.1,7.4,0.0,,,89.0,3.6,10.0,7.5,969.7,,1.3983797240341531,0.0,,
1998-04-20,9.0,1.7,15.1,0.0,,,68.0,2.4,8.0,7.3,976.8,,2.966221833052797,0.0,,
1998-04-21,6.8,3.4,12.3,1.4,,,86.0,2.5,12.8,8.8,979.4,,2.2381303030979165,0.0,,
1998-04-22,9.4,-0.2,15.9,0.0,,,76.0,2.0,7.5,8.4,981.5,,3.35665743046461,0.0,,
1998-04-23,13.8,4.8,19.3,0.0,,,58.0,4.3,14.0,8.9,978.6,,3.731621805451116,0.0,,
1998-04-24,11.6,10.1,16.6,2.2,,,80.0,3.6,13.5,11.0,978.0,,2.3434931280194653,0.0,,
1998-04-25,14.4,7.6,19.3,0.1,,,61.0,1.8,8.8,9.8,979.1,,3.4711528064557693,0.0,,
1998-04-26,16.3,10.9,20.9,0.0,,,58.0,5.1,14.8,10.5,971.1,,3.425129682950669,0.0,,
1998-04-27,18.0,14.4,21.8,0.0,,,52.0,8.4,20.0,10.9,962.8,,3.1171093044533134,0.0,,
1998-04-28,13.7,11.6,19.0,0.0,,,66.0,4.5,20.3,10.6,967.8,,2.7633964352505225,0.0,,
1998-04-29,16.1,10.9,20.1,0.0,,,60.0,6.4,16.8,11.2,968.6,,3.3404693322140315,0.0,,
1998-04-30,15.6,11.5,19.8,0.0,,,61.0,6.1,15.8,11.0,970.6,,3.148692732562749,0.0,,
1998-05-01,16.3,10.8,21.1,0.0,,,56.0,4.9,12.5,10.6,969.7,,3.6064737270427254,0.0,,
1998-05-02,13.4,10.2,18.5,0.0,,,72.0,3.7,12.3,11.4,967.0,,2.982654013006674,0.0,,
1998-05-03,11.2,8.1,13.3,0.6,,,86.0,2.5,8.0,11.6,969.6,,2.209241166238515,0.0,,
1998-05-04,6.0,4.1,10.8,1.0,,,86.0,6.3,15.3,8.0,968.1,,2.0717011715710436,0.0,,
1998-05-05,8.0,4.2,11.0,0.0,,,76.0,5.3,14.8,7.9,969.3,,2.2771497746588394,0.0,,
1998-05-06,10.4,8.1,12.6,1.1,,,75.0,4.2,12.5,9.3,970.8,,2.037572956214079,0.0,,
1998-05-07,13.2,9.6,16.0,0.0,,,68.0,2.9,8.8,10.2,981.4,,2.687731223290839,0.0,,
1998-05-08,17.8,10.5,23.8,0.0,,,54.0,3.1,12.3,10.9,986.7,,4.476335220591812,0.0,,
1998-05-09,20.4,10.2,26.0,0.0,,,46.0,3.0,10.3,10.9,985.9,,5.266085146465063,0.0,,
1998-05-10,20.2,13.3,25.7,0.0,,,50.0,2.9,7.8,12.0,983.7,,4.667415152878634,0.0,,
1998-05-11,20.7,12.4,27.5,0.0,,,51.0,3.3,12.5,12.4,979.5,,5.247522663189583,0.0,,
1998-05-12,22.0,13.6,28.2,0.0,,,51.0,2.9,11.3,13.1,980.8,,5.363213847245928,0.0,,
1998-05-13,12.9,11.6,21.2,0.0,,,68.0,5.2,14.0,10.4,986.6,,3.372389447490434,0.0,,
1998-05-14,14.4,5.3,19.1,0.0,,,48.0,3.5,9.0,7.9,986.2,,4.262801682286113,0.0,,
1998-05-15,9.4,4.8,14.8,0.0,,,72.0,3.1,11.5,8.7,983.6,,3.0806524721671638,0.0,,
1998-05-16,10.9,2.2,17.0,0.4,,,69.0,3.3,11.8,8.8,982.2,,3.973735781890129,0.0,,
1998-05-17,12.4,8.6,16.7,0.0,,,69.0,3.2,12.3,9.9,984.1,,3.1080405266214624,0.0,,
1998-05-18,14.1,5.2,20.4,0.0,,,62.0,2.7,12.3,9.8,986.0,,4.517929605232982,0.0,,
1998-05-19,15.4,7.9,21.7,0.0,,,56.0,3.5,10.5,9.5,983.3,,4.500215920485443,0.0,,
1998-05-20,13.3,7.2,18.0,0.0,,,66.0,3.4,11.0,10.2,980.4,,3.7453802080296357,0.0,,
1998-05-21,8.2,6.7,12.4,5.6,,,83.0,2.9,11.0,9.4,975.5,,2.284239864941857,0.0,,
1998-05-22,7.0,4.5,10.9,1.7,,,78.0,5.9,16.5,7.8,977.7,,2.3180320317762035,0.0,,
1998-05-23,7.6,4.4,10.8,0.0,,,78.0,4.4,11.8,7.9,977.7,,2.3833510962649993,0.0,,
1998-05-24,10.1,6.6,12.8,0.0,,,76.0,2.8,9.5,9.5,972.8,,2.5863709215546824,0.0,,
1998-05-25,11.8,8.6,15.1,1.9,,,83.0,2.5,9.0,11.6,969.6,,2.8197177171095853,0.0,,
1998-05-26,13.0,8.6,16.0,1.7,,,80.0,2.2,7.0,12.3,968.9,,3.1414524766262306,0.0,,
1998-05-27,14.5,10.2,19.8,8.2,,,79.0,3.3,14.5,13.1,972.3,,3.764862009802204,0.0,,
1998-05-28,20.8,10.5,25.8,0.0,,,53.0,4.8,12.0,12.7,971.3,,5.698117709646528,0.0,,
1998-05-29,20.8,16.6,27.0,0.0,,,58.0,4.7,12.0,14.4,971.7,,4.7122729156791925,0.0,,
1998-05-30,17.9,15.0,25.2,1.1,,,74.0,2.6,12.5,15.5,973.2,,4.328760302634228,0.0,,
1998-05-31,16.2,12.9,21.5,5.1,,,86.0,2.2,9.3,15.9,973.0,,3.7960592068567243,0.0,,
1998-06-01,13.5,11.7,17.5,0.0,,,87.0,3.8,12.5,13.8,974.7,,2.877489159555117,0.0,,
1998-06-02,17.9,8.0,22.5,8.4,,,62.0,3.0,11.3,12.2,975.7,,5.202344805435958,0.0,,
1998-06-03,17.3,13.4,22.4,0.0,,,78.0,2.6,12.0,15.2,978.1,,4.039317223223608,0.0,,
1998-06-04,18.0,11.4,22.7,0.0,,,67.0,2.5,10.3,13.9,981.3,,4.626746646141342,0.0,,
1998-06-05,22.3,10.1,28.9,0.0,,,57.0,3.0,14.0,14.8,980.6,,6.698721695087386,0.0,,
1998-06-06,26.4,20.0,31.6,0.0,,,53.0,4.8,15.0,17.8,975.7,,5.811341954807399,0.0,,
1998-06-07,21.8,15.6,31.2,26.9,,,77.0,3.8,30.9,21.3,971.3,,6.048958628358026,0.0,,
1998-06-08,14.4,13.6,18.4,1.0,,,89.0,2.7,9.8,14.8,980.4,,2.7329965190560803,0.0,,
1998-06-09,19.1,10.5,24.2,0.0,,,60.0,3.5,13.3,13.1,976.9,,5.2994433569629535,0.0,,
1998-06-10,16.9,14.7,22.6,7.9,,,75.0,3.2,14.3,15.1,969.1,,3.7897386008661775,0.0,,
1998-06-11,15.0,12.8,18.4,4.5,,,78.0,1.3,5.8,13.3,966.4,,3.019940504902796,0.0,,
1998-06-12,13.2,11.7,17.0,29.1,,,89.0,3.1,14.0,13.9,968.5,,2.779944759204621,0.0,,
1998-06-13,9.6,6.8,12.8,0.0,,,78.0,5.3,15.8,9.3,978.3,,2.617040774812687,0.0,,
1998-06-14,13.0,4.7,17.1,0.0,,,67.0,1.3,6.3,10.0,976.0,,4.232874774493668,0.0,,
1998-06-15,13.9,6.0,18.7,0.8,,,76.0,1.8,11.5,12.2,973.2,,4.412313656882017,0.0,,
1998-06-16,13.3,10.3,16.4,11.3,,,81.0,4.2,14.0,12.4,975.6,,3.001952535475021,0.0,,
1998-06-17,12.1,10.1,16.0,5.7,,,76.0,4.9,16.3,11.1,982.9,,2.839820342388277,0.0,,
1998-06-18,12.8,7.9,16.8,0.0,,,76.0,2.3,12.3,11.3,985.4,,3.5708136222211704,0.0,,
1998-06-19,15.5,9.5,18.8,0.0,,,81.0,2.0,8.3,14.2,984.7,,3.9731548463945714,0.0,,
1998-06-20,18.3,15.1,21.9,0.7,,,76.0,3.3,10.0,16.0,984.9,,3.6834301848908972,0.0,,
1998-06-21,20.8,12.1,27.0,3.7,,,72.0,0.5,6.8,17.6,981.7,,5.829807492756181,0.0,,
1998-06-22,17.2,15.6,22.0,6.3,,,86.0,4.3,18.5,17.5,978.1,,3.463831865936424,0.0,,
1998-06-23,14.4,12.3,18.9,3.2,,,77.0,3.6,11.0,12.8,980.0,,3.2351440839729846,0.0,,
1998-06-24,14.4,12.1,15.1,5.3,,,98.0,2.9,8.3,15.9,976.7,,2.1801748930365883,0.0,,
1998-06-25,18.4,14.0,23.5,0.0,,,75.0,1.8,6.3,15.7,975.5,,4.359094593413352,0.0,,
1998-06-26,18.2,16.1,21.2,1.9,,,82.0,2.6,8.3,17.3,977.5,,3.173997922874913,0.0,,
1998-06-27,20.6,16.2,24.3,0.9,,,80.0,3.4,11.5,19.5,974.8,,4.263123936729814,0.0,,
1998-06-28,17.6,15.9,21.5,0.0,,,66.0,4.5,13.3,13.7,976.9,,3.2645905651889553,0.0,,
1998-06-29,17.0,10.7,21.1,0.0,,,64.0,2.4,10.0,12.5,979.8,,4.368643660005589,0.0,,
1998-06-30,16.7,11.4,23.0,2.3,,,72.0,2.3,14.4,13.8,974.5,,4.568357629333523,0.0,,
1998-07-01,14.4,12.1,18.0,3.0,,,90.0,2.3,11.3,15.0,972.6,,3.036667234653592,0.0,,
1998-07-02,14.9,10.4,19.1,0.0,,,79.0,3.5,9.3,13.3,975.2,,3.739108220399747,0.0,,
1998-07-03,15.8,9.0,20.7,2.0,,,68.0,3.1,11.0,12.6,975.7,,4.448157798451615,0.0,,
1998-07-04,11.7,10.7,14.0,4.6,,,92.0,6.1,15.0,12.7,977.8,,2.0704095046068933,0.0,,
1998-07-05,13.2,11.7,15.2,5.3,,,94.0,5.0,11.3,14.1,973.2,,2.2363728644413734,0.0,,
1998-07-06,13.8,12.6,16.2,0.6,,,88.0,4.3,14.8,13.8,970.3,,2.3072782507745786,0.0,,
1998-07-07,10.9,10.1,13.9,0.5,,,81.0,3.2,9.3,10.7,967.7,,2.148277348457579,0.0,,
1998-07-08,9.9,8.3,12.1,4.6,,,87.0,4.5,13.3,10.7,968.8,,2.0686407165959166,0.0,,
1998-07-09,13.2,9.4,17.6,5.2,,,84.0,4.5,12.5,12.7,972.2,,3.3925070059161397,0.0,,
1998-07-10,15.2,12.2,18.9,1.0,,,77.0,4.6,12.8,13.2,973.0,,3.2559958200176085,0.0,,
1998-07-11,15.2,11.6,20.8,0.5,,,77.0,4.2,16.5,13.7,970.3,,3.8050677059727707,0.0,,
1998-07-12,14.7,11.6,16.8,6.5,,,91.0,3.4,11.0,15.1,970.4,,2.809332960438934,0.0,,
1998-07-13,17.6,14.4,25.2,1.0,,,74.0,5.2,18.3,15.4,968.5,,4.396818163962643,0.0,,
1998-07-14,15.1,11.4,19.9,0.0,,,65.0,5.0,14.8,11.3,972.8,,3.613893657257799,0.0,,
1998-07-15,14.4,10.1,19.3,0.3,,,66.0,2.9,10.0,10.9,976.0,,3.66781827218431,0.0,,
1998-07-16,13.6,9.0,17.9,3.2,,,79.0,1.9,16.0,12.6,975.6,,3.5060004974526975,0.0,,
1998-07-17,16.5,9.6,20.0,0.0,,,75.0,1.7,7.3,13.3,975.7,,4.125423998626823,0.0,,
1998-07-18,18.3,15.4,22.0,3.5,,,70.0,2.9,12.3,14.9,974.6,,3.446263841330126,0.0,,
1998-07-19,18.4,14.0,23.3,0.0,,,63.0,3.5,12.3,13.3,978.4,,4.086692018063854,0.0,,
1998-07-20,24.8,12.0,29.9,0.0,,,57.0,3.9,11.5,17.5,977.5,,6.645862095256679,0.0,,
1998-07-21,24.3,19.5,33.0,8.7,,,65.0,4.5,23.3,20.8,974.5,,5.680652715963113,0.0,,
1998-07-22,19.6,17.1,22.6,0.0,,,86.0,1.8,8.3,19.6,981.2,,3.207574990741664,0.0,,
1998-07-23,21.5,16.2,28.4,4.0,,,74.0,3.3,13.5,19.4,978.1,,4.9981739207889735,0.0,,
1998-07-24,19.8,15.4,24.5,0.0,,,74.0,2.4,8.0,17.1,980.6,,4.111522998286954,0.0,,
1998-07-25,16.4,15.1,19.9,0.8,,,79.0,2.8,8.0,15.2,981.4,,2.7035616909948943,0.0,,
1998-07-26,18.6,10.4,24.4,0.0,,,69.0,1.9,6.3,14.3,979.1,,4.890916572828214,0.0,,
1998-07-27,18.9,14.7,23.4,4.2,,,77.0,2.7,13.0,17.6,972.5,,3.86834832365223,0.0,,
1998-07-28,16.2,15.1,21.5,1.7,,,86.0,3.6,13.5,16.2,971.0,,3.0583230566246637,0.0,,
1998-07-29,16.6,13.2,19.9,0.6,,,80.0,3.4,10.0,14.9,970.7,,3.1496639106257396,0.0,,
1998-07-30,18.2,15.7,23.2,4.3,,,75.0,4.7,16.5,15.9,970.7,,3.46892214338615,0.0,,
1998-07-31,18.0,11.6,23.0,0.0,,,59.0,3.8,12.8,12.2,976.7,,4.2298877199734095,0.0,,
1998-08-01,19.4,9.5,24.9,0.0,,,60.0,2.2,,13.1,978.7,,5.080042502402164,0.0,,
1998-08-02,19.0,16.7,24.3,14.8,,,75.0,4.1,13.0,17.2,978.9,,3.5101669794229715,0.0,,
1998-08-03,14.4,13.8,16.7,0.0,,,95.0,2.1,,15.7,984.3,,1.8861462483425442,0.0,,
1998-08-04,18.2,11.5,23.5,0.0,,,80.0,2.9,11.3,16.6,982.9,,4.263820517400929,0.0,,
1998-08-05,15.2,13.7,19.1,0.0,,,74.0,3.8,11.3,12.9,987.1,,2.6057912262210126,0.0,,
1998-08-06,17.2,12.5,22.3,0.0,,,69.0,2.9,10.5,13.5,986.6,,3.699732546135815,0.0,,
1998-08-07,19.8,11.7,25.7,0.0,,,66.0,3.0,9.5,15.0,983.3,,4.719964504188611,0.0,,
1998-08-08,22.7,14.0,29.3,0.0,,,63.0,1.3,8.5,16.8,980.0,,5.279856554010112,0.0,,
1998-08-09,16.8,14.6,22.5,0.0,,,68.0,3.6,10.3,13.3,981.2,,3.219453467068458,0.0,,
1998-08-10,19.4,9.6,25.5,0.0,,,52.0,2.2,9.0,11.5,983.4,,4.876873036379635,0.0,,
1998-08-11,23.2,15.3,29.6,0.0,,,56.0,3.7,11.8,16.0,979.4,,5.061686947931768,0.0,,
1998-08-12,22.6,16.0,32.5,1.1,,,66.0,2.6,21.8,17.6,976.4,,5.319195092653928,0.0,,
1998-08-13,14.3,13.5,19.6,2.1,,,89.0,3.0,13.3,14.7,976.2,,2.5509803742599857,0.0,,
1998-08-14,14.2,11.2,19.4,0.0,,,71.0,2.9,,11.6,977.3,,2.9264678362389627,0.0,,
1998-08-15,19.6,9.9,24.2,0.0,,,57.0,3.6,9.5,12.7,978.8,,4.482403381666582,0.0,,
1998-08-16,19.5,15.7,24.3,0.0,,,72.0,2.7,7.5,16.9,981.3,,3.4399196778742014,0.0,,
1998-08-17,20.6,12.9,27.1,0.0,,,68.0,1.9,8.5,16.2,978.6,,4.514594105572746,0.0,,
1998-08-18,20.0,15.0,26.6,0.0,,,60.0,2.7,10.3,13.9,976.7,,3.9842904800769556,0.0,,
1998-08-19,16.0,13.0,21.1,0.0,,,70.0,2.9,9.0,12.9,980.8,,2.9526351457905,0.0,,
