,scpdsi,pdsi,phdi,pmdi,zindex
2016-03-31,1.1983721800662523,0.8595867150515827,1.1983721800662523,0.6542535042591004,-0.9427815373643623
2016-04-30,1.5450855648876054,1.147767052747241,1.5450855648876054,1.5450855648876054,1.410437158104531
2016-05-31,3.0173948721431856,2.336795746037109,3.0173948721431856,3.0173948721431856,4.89435936131701
2016-06-30,3.3597690693202464,2.6194737083278734,3.3597690693202464,3.3597690693202464,1.9594976070234258
2016-07-31,3.4583642314152603,2.7059576105886887,3.4583642314152603,3.4583642314152603,1.333954128704997
2016-08-31,2.650039253088669,1.9924072092638674,2.650039253088669,2.051445391987002,-1.356340387472457
2016-09-30,2.3335445347433055,1.7453124192804068,2.3335445347433055,1.6368874292362823,-0.13062202583169225
2016-10-31,2.900841929695867,2.2127000027634027,2.900841929695867,2.900841929695867,2.4229574460933665
2016-11-30,2.4345338202832405,1.8236720375963515,2.4345338202832405,2.165272258980542,-0.5025641719618572
2016-12-31,2.905444361571086,2.2140906622375454,2.905444361571086,2.905444361571086,2.1650025743310573
2017-01-31,2.3868570222456205,1.7750939205830565,2.3868570222456205,2.053593345476564,-0.6579797102509324
2017-02-28,2.061180642489624,1.5154797028675553,2.061180642489624,1.572718637885944,-0.23949031939409324
